gene1	gene2	protein1	protein2	experimental	database	textmining	combined_score
SoyZH13_12G092400	SoyZH13_15G072700	3847.I1MEK0	3847.C6TAW9	423	650	0	789
SoyZH13_12G092400	SoyZH13_16G191000	3847.I1MQJ5	3847.C6TAW9	391	650	306	839
SoyZH13_12G092400	SoyZH13_18G119300	3847.I1N1D5	3847.C6TAW9	449	650	115	814
SoyZH13_12G092400	SoyZH13_18G252500	3847.C6TAW9	3847.I1N504	269	650	0	733
SoyZH13_12G092400	SoyZH13_19G158100	3847.K7MYU5	3847.C6TAW9	410	650	0	784
SoyZH13_12G094800	SoyZH13_14G196400	3847.K7M8E6	3847.I1LRV1	396	417	357	753
SoyZH13_12G095300	SoyZH13_15G123800	3847.I1MG20	3847.I1LRV5	879	341	507	957
SoyZH13_12G099100	SoyZH13_17G080200	3847.I1MTA8	3847.K7LU49	424	540	499	855
SoyZH13_12G102100	SoyZH13_13G075400	3847.C6SYH7	3847.I1LS13	396	343	356	722
SoyZH13_12G102100	SoyZH13_13G143500	3847.I1LS13	3847.A0A0R0H1K1	500	417	436	821
SoyZH13_12G102100	SoyZH13_13G336300	3847.C6SXH2	3847.I1LS13	500	417	436	821
SoyZH13_12G102100	SoyZH13_17G064500	3847.C6SYU8	3847.I1LS13	396	343	356	722
SoyZH13_12G102100	SoyZH13_17G106700	3847.I1LS13	3847.K7ML24	500	417	436	821
SoyZH13_12G105600	SoyZH13_20G018400	3847.I1LS51	3847.I1NDC0	475	477	63	720
SoyZH13_12G105600	SoyZH13_20G142600	3847.I1LS51	3847.I1NGQ5	456	475	138	732
SoyZH13_12G106000	SoyZH13_20G232200	3847.I1LS55	3847.I1NJE4	900	0	0	900
SoyZH13_12G106100	SoyZH13_12G138000	3847.I1LT60	3847.K7LU99	474	491	201	767
SoyZH13_12G106100	SoyZH13_14G028200	3847.K7LU99	3847.A0A0R0G8H3	474	491	0	720
SoyZH13_12G106100	SoyZH13_14G053000	3847.K7LU99	3847.K7M549	500	491	0	734
SoyZH13_12G106100	SoyZH13_18G009000	3847.K7LU99	3847.I1MYJ1	469	453	416	815
SoyZH13_12G106100	SoyZH13_20G119100	3847.I1NG17	3847.K7LU99	395	404	315	731
SoyZH13_12G106100	SoyZH13_20G119900	3847.C6TK27	3847.K7LU99	395	404	315	731
SoyZH13_12G107300	SoyZH13_12G143300	3847.I1LS70	3847.K7LV61	395	407	404	767
SoyZH13_12G107300	SoyZH13_13G020200	3847.C6SV91	3847.I1LS70	449	409	231	727
SoyZH13_12G107300	SoyZH13_13G112400	3847.A0A0R4J4W3	3847.I1LS70	409	711	357	880
SoyZH13_12G107300	SoyZH13_13G203100	3847.I1M1N6	3847.I1LS70	455	714	221	867
SoyZH13_12G107300	SoyZH13_13G335300	3847.I1M5R8	3847.I1LS70	455	403	221	724
SoyZH13_12G107300	SoyZH13_14G013900	3847.I1LS70	3847.I1JJI4	572	532	452	880
SoyZH13_12G107300	SoyZH13_14G064600	3847.A0A0R0GHN2	3847.I1LS70	388	705	268	856
SoyZH13_12G107300	SoyZH13_14G066400	3847.I1M8A5	3847.I1LS70	493	417	396	805
SoyZH13_12G107300	SoyZH13_14G075000	3847.I1LS70	3847.I1M8K6	455	714	221	867
SoyZH13_12G107300	SoyZH13_14G122800	3847.A0A0R0GJV8	3847.I1LS70	500	720	213	880
SoyZH13_12G107300	SoyZH13_14G134000	3847.I1MA63	3847.I1LS70	449	409	231	727
SoyZH13_12G107300	SoyZH13_14G203700	3847.I1LS70	3847.I1MC13	500	718	436	913
SoyZH13_12G107300	SoyZH13_15G010100	3847.C6T923	3847.I1LS70	455	403	221	724
SoyZH13_12G107300	SoyZH13_15G084200	3847.I1LS70	3847.I1MEX0	455	714	221	867
SoyZH13_12G107300	SoyZH13_15G204900	3847.I1LS70	3847.A0A0R0GBS0	497	457	424	828
SoyZH13_12G107300	SoyZH13_15G240000	3847.I1MJB1	3847.I1LS70	496	417	240	757
SoyZH13_12G107300	SoyZH13_16G014000	3847.A0A0R4J3N1	3847.I1LS70	455	717	401	899
SoyZH13_12G107300	SoyZH13_16G053100	3847.A0A368UI19	3847.I1LS70	455	717	401	899
SoyZH13_12G107300	SoyZH13_16G111800	3847.I1MN39	3847.I1LS70	527	475	446	850
SoyZH13_12G107300	SoyZH13_16G111900	3847.I1MN40	3847.I1LS70	500	720	436	914
SoyZH13_12G107300	SoyZH13_17G122700	3847.I1LS70	3847.A0A0R4J5N5	500	417	211	749
SoyZH13_12G107300	SoyZH13_17G239700	3847.I1LS70	3847.I1MXX5	493	417	396	805
SoyZH13_12G107300	SoyZH13_17G241200	3847.I1LS70	3847.I1MXZ0	388	705	268	856
SoyZH13_12G107300	SoyZH13_17G247700	3847.K7MP32	3847.I1LS70	500	718	436	913
SoyZH13_12G107300	SoyZH13_18G029000	3847.I1MZ47	3847.I1LS70	533	634	458	899
SoyZH13_12G107300	SoyZH13_18G050200	3847.A0A0R0EW30	3847.I1LS70	533	685	455	912
SoyZH13_12G107300	SoyZH13_18G123700	3847.I1LS70	3847.K7MS03	527	343	428	806
SoyZH13_12G107300	SoyZH13_18G180300	3847.I1LS70	3847.I1N318	529	451	231	783
SoyZH13_12G107300	SoyZH13_19G063600	3847.I1N783	3847.I1LS70	574	506	373	856
SoyZH13_12G107300	SoyZH13_19G156800	3847.A0A0R0EXW6	3847.I1LS70	409	711	357	880
SoyZH13_12G107300	SoyZH13_19G227400	3847.I1LS70	3847.I1NC65	573	506	162	807
SoyZH13_12G107300	SoyZH13_19G245800	3847.I1NCS8	3847.I1LS70	455	717	401	899
SoyZH13_12G107300	SoyZH13_20G097600	3847.C6TGU2	3847.I1LS70	495	417	409	810
SoyZH13_12G107300	SoyZH13_20G204400	3847.I1NIJ5	3847.I1LS70	390	537	0	705
SoyZH13_12G107300	SoyZH13_20G220100	3847.A0A0R0ERR0	3847.I1LS70	426	714	387	890
SoyZH13_12G107300	SoyZH13_20G228900	3847.I1LS70	3847.C6SY85	575	506	231	824
SoyZH13_12G109500	SoyZH13_12G149200	3847.I1LS90	3847.I1LTD5	661	540	0	837
SoyZH13_12G109500	SoyZH13_13G043700	3847.I1LS90	3847.I1LWS1	561	360	206	757
SoyZH13_12G109500	SoyZH13_13G085100	3847.A0A0R0GTB6	3847.I1LS90	667	540	0	840
SoyZH13_12G109500	SoyZH13_13G307500	3847.A0A0R0GXK5	3847.I1LS90	493	540	0	756
SoyZH13_12G109500	SoyZH13_15G038500	3847.K7M9F8	3847.I1LS90	493	540	0	756
SoyZH13_12G109500	SoyZH13_15G046700	3847.I1LS90	3847.I1MDQ9	653	540	0	833
SoyZH13_12G109500	SoyZH13_15G234300	3847.I1MJ53	3847.I1LS90	648	0	470	805
SoyZH13_12G109500	SoyZH13_16G003000	3847.K7MED3	3847.I1LS90	661	540	0	837
SoyZH13_12G109500	SoyZH13_16G014700	3847.I1LS90	3847.I1MK96	749	540	0	879
SoyZH13_12G109500	SoyZH13_16G031500	3847.K7MF12	3847.I1LS90	658	540	0	835
SoyZH13_12G109500	SoyZH13_17G054400	3847.A0A368UHK8	3847.I1LS90	667	540	0	840
SoyZH13_12G109500	SoyZH13_17G092100	3847.I1LS90	3847.A0A0R0FAD8	792	540	0	900
SoyZH13_12G109500	SoyZH13_17G177100	3847.I1LS90	3847.K7MMG2	493	540	0	756
SoyZH13_12G109500	SoyZH13_19G026800	3847.I1N6B4	3847.I1LS90	561	360	206	757
SoyZH13_12G109500	SoyZH13_19G218300	3847.I1NBW7	3847.I1LS90	661	360	0	773
SoyZH13_12G109500	SoyZH13_19G221400	3847.I1NBZ9	3847.I1LS90	395	540	0	709
SoyZH13_12G109500	SoyZH13_20G200500	3847.I1NIE5	3847.I1LS90	442	540	0	732
SoyZH13_12G109500	SoyZH13_20G217800	3847.I1NIZ1	3847.I1LS90	663	540	201	865
SoyZH13_12G110000	SoyZH13_20G188500	3847.I1LS94	3847.I1NI24	395	392	254	701
SoyZH13_12G112400	SoyZH13_12G188700	3847.I1LSB5	3847.I1LUL9	0	900	0	900
SoyZH13_12G114900	SoyZH13_20G232200	3847.I1LSG0	3847.I1NJE4	812	0	0	812
SoyZH13_12G116100	SoyZH13_15G049600	3847.I1LSH5	3847.I1K2S3	551	409	0	723
SoyZH13_12G120200	SoyZH13_20G188500	3847.I1NI24	3847.A0A0R0H4V4	751	756	547	970
SoyZH13_12G120900	SoyZH13_13G216500	3847.C6SY38	3847.I1M228	423	650	0	789
SoyZH13_12G120900	SoyZH13_15G072700	3847.C6SY38	3847.I1MEK0	423	650	0	789
SoyZH13_12G120900	SoyZH13_16G191000	3847.I1MQJ5	3847.C6SY38	391	650	306	839
SoyZH13_12G120900	SoyZH13_18G119300	3847.I1N1D5	3847.C6SY38	449	650	115	814
SoyZH13_12G120900	SoyZH13_18G252500	3847.C6SY38	3847.I1N504	269	650	0	733
SoyZH13_12G120900	SoyZH13_19G158100	3847.K7MYU5	3847.C6SY38	410	650	0	784
SoyZH13_12G121000	SoyZH13_12G198600	3847.K7LWC5	3847.I1LSM6	663	883	279	969
SoyZH13_12G121000	SoyZH13_13G162400	3847.I1M0C2	3847.I1LSM6	43	883	0	883
SoyZH13_12G121000	SoyZH13_13G256200	3847.I1LSM6	3847.K7M2D8	663	883	279	969
SoyZH13_12G121000	SoyZH13_14G106400	3847.I1LSM6	3847.A0A0R0GNM9	663	756	292	936
SoyZH13_12G121000	SoyZH13_16G102000	3847.K7MGN4	3847.I1LSM6	571	756	0	890
SoyZH13_12G121000	SoyZH13_17G203900	3847.I1MWX3	3847.I1LSM6	663	756	292	936
SoyZH13_12G121000	SoyZH13_18G017500	3847.I1MYU6	3847.I1LSM6	173	756	216	827
SoyZH13_12G121000	SoyZH13_18G030000	3847.I1LSM6	3847.K7MPM2	751	883	547	985
SoyZH13_12G121000	SoyZH13_18G052700	3847.C6SXH4	3847.I1LSM6	659	821	505	967
SoyZH13_12G121000	SoyZH13_18G219100	3847.I1N439	3847.I1LSM6	751	883	0	969
SoyZH13_12G121000	SoyZH13_19G187700	3847.I1NAV1	3847.I1LSM6	571	786	500	950
SoyZH13_12G121000	SoyZH13_19G225000	3847.I1LSM6	3847.I1NC41	751	883	547	985
SoyZH13_12G122500	SoyZH13_13G335800	3847.I1M5S3	3847.A0A0R0HE98	500	484	0	730
SoyZH13_12G122500	SoyZH13_15G009800	3847.I1MCH7	3847.A0A0R0HE98	500	484	0	730
SoyZH13_12G122500	SoyZH13_18G007300	3847.I1MYG9	3847.A0A0R0HE98	468	431	105	705
SoyZH13_12G125100	SoyZH13_18G265200	3847.I1N5D0	3847.I1LSS5	500	468	505	856
SoyZH13_12G126400	SoyZH13_14G196400	3847.K7M8E6	3847.C6T335	396	417	357	753
SoyZH13_12G128700	SoyZH13_14G196400	3847.K7M8E6	3847.K7LUY3	396	417	357	753
SoyZH13_12G131200	SoyZH13_20G232200	3847.I1LT12	3847.I1NJE4	665	235	0	732
SoyZH13_12G133400	SoyZH13_13G207600	3847.I1LT30	3847.A0A368UHE3	444	379	253	719
SoyZH13_12G133400	SoyZH13_13G338900	3847.I1LT30	3847.I1M5W5	455	417	401	793
SoyZH13_12G133400	SoyZH13_15G006100	3847.I1LT30	3847.I1MCD5	455	417	401	793
SoyZH13_12G133400	SoyZH13_15G079900	3847.A0A368UH41	3847.I1LT30	444	379	253	719
SoyZH13_12G133400	SoyZH13_18G060100	3847.I1LT30	3847.C6SXE4	523	450	442	840
SoyZH13_12G133400	SoyZH13_20G066700	3847.C6T8S2	3847.I1LT30	440	403	300	745
SoyZH13_12G138000	SoyZH13_13G036502	3847.I1LWZ1	3847.I1LT60	500	745	436	921
SoyZH13_12G138000	SoyZH13_13G055700	3847.K7LXC0	3847.I1LT60	500	469	436	837
SoyZH13_12G138000	SoyZH13_13G194600	3847.I1M1D5	3847.I1LT60	663	883	547	980
SoyZH13_12G138000	SoyZH13_14G028200	3847.I1LT60	3847.A0A0R0G8H3	750	883	547	985
SoyZH13_12G138000	SoyZH13_14G053000	3847.I1LT60	3847.K7M549	751	883	547	985
SoyZH13_12G138000	SoyZH13_15G092300	3847.I1LT60	3847.I1MF50	663	883	547	980
SoyZH13_12G138000	SoyZH13_16G056300	3847.I1LT60	3847.K7MFF7	395	403	319	732
SoyZH13_12G138000	SoyZH13_16G122400	3847.I1LT60	3847.I1MNE4	576	786	500	950
SoyZH13_12G138000	SoyZH13_16G136500	3847.K7MHI3	3847.I1LT60	395	714	319	871
SoyZH13_12G138000	SoyZH13_17G128700	3847.A0A0R0FCT6	3847.I1LT60	395	714	319	871
SoyZH13_12G138000	SoyZH13_18G009000	3847.I1LT60	3847.I1MYJ1	573	600	0	821
SoyZH13_12G138000	SoyZH13_18G023600	3847.A0A0R0F3R1	3847.I1LT60	474	491	201	767
SoyZH13_12G138000	SoyZH13_18G035600	3847.I1LT60	3847.I1MZB3	579	786	498	950
SoyZH13_12G138000	SoyZH13_18G036600	3847.I1LT60	3847.I1MZC1	395	714	448	896
SoyZH13_12G138000	SoyZH13_18G118900	3847.A0A0R0FBC1	3847.I1LT60	500	469	436	837
SoyZH13_12G138000	SoyZH13_18G248100	3847.I1N4V8	3847.I1LT60	500	745	436	921
SoyZH13_12G138000	SoyZH13_19G038200	3847.I1LT60	3847.I1N6L5	500	745	436	921
SoyZH13_12G138000	SoyZH13_19G064100	3847.I1LT60	3847.I1N7B5	405	626	0	767
SoyZH13_12G138000	SoyZH13_19G107400	3847.K7MY00	3847.I1LT60	405	626	0	767
SoyZH13_12G138000	SoyZH13_20G006100	3847.I1ND06	3847.I1LT60	474	491	201	767
SoyZH13_12G138500	SoyZH13_12G149900	3847.I1LTE6	3847.I1LST6	573	547	500	894
SoyZH13_12G138500	SoyZH13_12G152700	3847.I1LTG9	3847.I1LST6	426	363	388	756
SoyZH13_12G138500	SoyZH13_14G048400	3847.I1LTE6	3847.I1LST6	573	547	500	894
SoyZH13_12G138500	SoyZH13_15G174800	3847.I1MHK8	3847.I1LST6	531	0	553	781
SoyZH13_12G139100	SoyZH13_14G020300	3847.K7LUS9	3847.K7M4H9	165	453	416	709
SoyZH13_12G139100	SoyZH13_15G177900	3847.K7LUS9	3847.K7MCB4	165	453	416	709
SoyZH13_12G139100	SoyZH13_18G057500	3847.K7MQ70	3847.K7LUS9	165	453	416	709
SoyZH13_12G139100	SoyZH13_18G085500	3847.K7LUS9	3847.A0A368UIS9	165	453	416	709
SoyZH13_12G139100	SoyZH13_18G268800	3847.C6SVS5	3847.K7LUS9	165	453	416	709
SoyZH13_12G139200	SoyZH13_13G332800	3847.I1M5N0	3847.K7LUT0	449	404	581	850
SoyZH13_12G139200	SoyZH13_15G012600	3847.A0A0R0FUK3	3847.K7LUT0	449	404	581	850
SoyZH13_12G139200	SoyZH13_18G260700	3847.K7MVF2	3847.K7LUT0	171	241	634	749
SoyZH13_12G142100	SoyZH13_13G246700	3847.I1NE09	3847.C6SZW2	0	900	0	900
SoyZH13_12G142400	SoyZH13_14G106200	3847.I1LT64	3847.I1M9F7	0	900	0	900
SoyZH13_12G142400	SoyZH13_17G204200	3847.I1LT64	3847.A0A0R0FQN0	0	900	0	900
SoyZH13_12G143300	SoyZH13_13G112400	3847.A0A0R4J4W3	3847.K7LV61	403	390	388	757
SoyZH13_12G143300	SoyZH13_16G111900	3847.I1MN40	3847.K7LV61	397	407	255	710
SoyZH13_12G143300	SoyZH13_18G029000	3847.I1MZ47	3847.K7LV61	395	417	502	809
SoyZH13_12G143300	SoyZH13_19G156800	3847.A0A0R0EXW6	3847.K7LV61	403	390	388	757
SoyZH13_12G146000	SoyZH13_16G000300	3847.I1LT87	3847.K7MEB1	0	900	0	900
SoyZH13_12G146500	SoyZH13_18G202200	3847.I1N3M5	3847.I1LT91	845	0	0	845
SoyZH13_12G147400	SoyZH13_13G058400	3847.I1LTA4	3847.I1LWB8	847	756	504	979
SoyZH13_12G147400	SoyZH13_14G036600	3847.I1M786	3847.I1LTA4	847	756	504	979
SoyZH13_12G147400	SoyZH13_15G246300	3847.I1LTA4	3847.K7ME38	847	756	504	979
SoyZH13_12G147400	SoyZH13_20G079800	3847.I1LTA4	3847.I1NES7	539	108	431	745
SoyZH13_12G147800	SoyZH13_15G093500	3847.I1LTB2	3847.I1MF63	276	944	418	974
SoyZH13_12G147800	SoyZH13_15G152200	3847.I1LTB2	3847.A0A0R0GBB6	337	413	383	738
SoyZH13_12G147800	SoyZH13_15G182300	3847.I1MHT6	3847.I1LTB2	525	951	479	986
SoyZH13_12G148900	SoyZH13_16G040200	3847.I1LTD1	3847.I1ML54	517	0	502	749
SoyZH13_12G148900	SoyZH13_19G095200	3847.I1LTD1	3847.C6TN19	517	0	502	749
SoyZH13_12G149200	SoyZH13_12G162600	3847.I1LTS2	3847.I1LTD5	509	0	479	733
SoyZH13_12G149200	SoyZH13_13G043700	3847.I1LWS1	3847.I1LTD5	579	702	500	931
SoyZH13_12G149200	SoyZH13_13G085100	3847.A0A0R0GTB6	3847.I1LTD5	665	540	0	839
SoyZH13_12G149200	SoyZH13_13G292100	3847.I1MS60	3847.I1LTD5	509	0	479	733
SoyZH13_12G149200	SoyZH13_13G307500	3847.I1LTD5	3847.A0A0R0GXK5	570	540	0	793
SoyZH13_12G149200	SoyZH13_14G033800	3847.I1LTD5	3847.I1M760	0	809	0	808
SoyZH13_12G149200	SoyZH13_15G038500	3847.I1LTD5	3847.K7M9F8	570	540	0	793
SoyZH13_12G149200	SoyZH13_15G046700	3847.I1LTD5	3847.I1MDQ9	665	540	0	839
SoyZH13_12G149200	SoyZH13_15G234300	3847.I1MJ53	3847.I1LTD5	661	540	0	837
SoyZH13_12G149200	SoyZH13_16G014700	3847.I1MK96	3847.I1LTD5	664	540	0	838
SoyZH13_12G149200	SoyZH13_16G031500	3847.K7MF12	3847.I1LTD5	651	540	0	832
SoyZH13_12G149200	SoyZH13_17G054400	3847.A0A368UHK8	3847.I1LTD5	665	540	0	839
SoyZH13_12G149200	SoyZH13_17G092100	3847.A0A0R0FAD8	3847.I1LTD5	815	540	0	911
SoyZH13_12G149200	SoyZH13_17G177100	3847.I1LTD5	3847.K7MMG2	570	540	0	793
SoyZH13_12G149200	SoyZH13_18G246900	3847.I1LTD5	3847.I1N4U6	573	0	483	769
SoyZH13_12G149200	SoyZH13_19G026800	3847.I1N6B4	3847.I1LTD5	579	702	500	931
SoyZH13_12G149200	SoyZH13_19G218300	3847.I1LTD5	3847.I1NBW7	751	883	547	985
SoyZH13_12G149200	SoyZH13_19G221400	3847.I1NBZ9	3847.I1LTD5	395	540	0	709
SoyZH13_12G149200	SoyZH13_20G200500	3847.I1NIE5	3847.I1LTD5	500	540	445	861
SoyZH13_12G149200	SoyZH13_20G217800	3847.I1NIZ1	3847.I1LTD5	666	540	0	839
SoyZH13_12G149900	SoyZH13_12G152700	3847.I1LTG9	3847.I1LTE6	528	562	460	878
SoyZH13_12G149900	SoyZH13_12G207700	3847.I1LV79	3847.I1LTE6	573	547	500	894
SoyZH13_12G149900	SoyZH13_13G244500	3847.C6TBU3	3847.I1LTE6	573	547	500	894
SoyZH13_12G149900	SoyZH13_15G049600	3847.I1K2S3	3847.I1LTE6	751	0	0	751
SoyZH13_12G149900	SoyZH13_15G174800	3847.I1MHK8	3847.I1LTE6	658	0	547	838
SoyZH13_12G149900	SoyZH13_18G068200	3847.I1N055	3847.I1LTE6	616	0	526	810
SoyZH13_12G150300	SoyZH13_13G176500	3847.K7LVE4	3847.A0A0R0GQZ5	468	813	445	939
SoyZH13_12G150300	SoyZH13_14G077600	3847.K7LVE4	3847.K7M5M9	0	800	0	800
SoyZH13_12G150300	SoyZH13_14G097900	3847.K7LVE4	3847.K7M609	262	650	0	730
SoyZH13_12G150300	SoyZH13_14G195600	3847.K7LVE4	3847.K7M8D9	389	405	319	730
SoyZH13_12G150300	SoyZH13_15G123800	3847.I1MG20	3847.K7LVE4	879	876	587	993
SoyZH13_12G150300	SoyZH13_15G136100	3847.K7MBA3	3847.K7LVE4	388	412	448	784
SoyZH13_12G150300	SoyZH13_15G194600	3847.K7LVE4	3847.K7MD15	388	412	510	808
SoyZH13_12G150300	SoyZH13_16G065900	3847.K7LVE4	3847.K7MFP0	262	650	0	730
SoyZH13_12G150300	SoyZH13_16G162700	3847.K7LVE4	3847.K7MI53	409	718	357	883
SoyZH13_12G150300	SoyZH13_16G180400	3847.I1MQ84	3847.K7LVE4	253	866	504	945
SoyZH13_12G150300	SoyZH13_17G138600	3847.A0A0R0FD25	3847.K7LVE4	485	0	445	701
SoyZH13_12G150300	SoyZH13_17G170200	3847.K7LVE4	3847.K7MMA0	253	356	504	740
SoyZH13_12G150300	SoyZH13_17G211000	3847.K7LVE4	3847.I1MX41	262	650	0	730
SoyZH13_12G150300	SoyZH13_17G229700	3847.K7LVE4	3847.K7MNN7	0	800	0	800
SoyZH13_12G150300	SoyZH13_18G083400	3847.K7LVE4	3847.A0A0R0EYA5	389	405	319	730
SoyZH13_12G150300	SoyZH13_19G056900	3847.K7LVE4	3847.C6TM83	262	650	0	730
SoyZH13_12G150300	SoyZH13_19G059700	3847.I1N761	3847.K7LVE4	393	558	504	855
SoyZH13_12G150300	SoyZH13_20G129100	3847.K7LVE4	3847.K7N3F0	87	699	253	776
SoyZH13_12G150300	SoyZH13_20G144400	3847.K7LVE4	3847.C6SXT8	0	739	0	738
SoyZH13_12G150300	SoyZH13_20G158400	3847.I1NH73	3847.K7LVE4	394	745	445	906
SoyZH13_12G150300	SoyZH13_20G226300	3847.I1NJ79	3847.K7LVE4	75	696	209	757
SoyZH13_12G152200	SoyZH13_17G162300	3847.C6T174	3847.K7LVF4	470	96	443	709
SoyZH13_12G152200	SoyZH13_18G144500	3847.K7LVF4	3847.I1N263	395	403	255	707
SoyZH13_12G152200	SoyZH13_19G240300	3847.K7LVF4	3847.I1NCL7	395	403	255	707
SoyZH13_12G152700	SoyZH13_12G207700	3847.I1LTG9	3847.I1LV79	426	363	388	756
SoyZH13_12G152700	SoyZH13_13G244500	3847.I1LTG9	3847.C6TBU3	426	363	388	756
SoyZH13_12G152700	SoyZH13_14G048400	3847.I1LTE6	3847.I1LTG9	528	562	460	878
SoyZH13_12G153900	SoyZH13_15G046700	3847.I1MDQ9	3847.I1LTI2	499	0	436	705
SoyZH13_12G154400	SoyZH13_13G299300	3847.I1M4L1	3847.K7LVH5	0	900	0	900
SoyZH13_12G155100	SoyZH13_20G089000	3847.I1LTJ8	3847.C6TK28	396	417	385	764
SoyZH13_12G155800	SoyZH13_16G037800	3847.I1ML28	3847.I1LTK4	416	413	358	760
SoyZH13_12G155800	SoyZH13_19G097200	3847.I1N877	3847.I1LTK4	416	413	358	760
SoyZH13_12G157700	SoyZH13_14G041600	3847.I1LTL9	3847.I1M7E7	172	634	153	720
SoyZH13_12G157700	SoyZH13_14G042400	3847.I1M7F7	3847.I1LTL9	277	650	227	787
SoyZH13_12G157700	SoyZH13_14G101400	3847.I1LTL9	3847.I1M7E7	172	634	153	720
SoyZH13_12G157700	SoyZH13_15G035800	3847.I1LTL9	3847.I1MDD7	172	634	153	720
SoyZH13_12G157700	SoyZH13_15G107500	3847.I1LTL9	3847.I1MFL0	277	650	227	787
SoyZH13_12G157700	SoyZH13_16G091600	3847.I1MMM9	3847.I1LTL9	394	401	263	709
SoyZH13_12G157700	SoyZH13_17G224800	3847.K7MNK5	3847.I1LTL9	0	900	0	900
SoyZH13_12G157700	SoyZH13_19G192300	3847.I1NB01	3847.I1LTL9	395	938	307	971
SoyZH13_12G157900	SoyZH13_13G296300	3847.I1LTM1	3847.K7M353	0	900	0	900
SoyZH13_12G161200	SoyZH13_12G188500	3847.I1LUL7	3847.I1LTQ5	70	731	0	739
SoyZH13_12G161200	SoyZH13_13G085200	3847.A0A0R0GY88	3847.I1LTQ5	512	508	460	859
SoyZH13_12G161200	SoyZH13_13G106400	3847.I1LYM0	3847.I1LTQ5	70	731	0	739
SoyZH13_12G161200	SoyZH13_13G266600	3847.C6TNX5	3847.I1LTQ5	70	731	0	739
SoyZH13_12G161200	SoyZH13_13G293300	3847.I1LTQ5	3847.I1MS73	0	900	0	900
SoyZH13_12G161200	SoyZH13_13G308300	3847.I1LTQ5	3847.I1M4W4	146	687	92	736
SoyZH13_12G161200	SoyZH13_14G052900	3847.I1M7S3	3847.I1LTQ5	68	712	0	719
SoyZH13_12G161200	SoyZH13_14G062000	3847.K7M5C1	3847.I1LTQ5	378	568	304	796
SoyZH13_12G161200	SoyZH13_14G087400	3847.I1LTQ5	3847.I1M8Y5	146	687	92	736
SoyZH13_12G161200	SoyZH13_14G179200	3847.I1MBD1	3847.I1LTQ5	68	712	0	719
SoyZH13_12G161200	SoyZH13_15G037600	3847.I1LTQ5	3847.I1MDF6	146	687	92	736
SoyZH13_12G161200	SoyZH13_15G191700	3847.I1LTQ5	3847.I1MI28	68	712	0	719
SoyZH13_12G161200	SoyZH13_17G019100	3847.I1LTQ5	3847.I1MRB2	170	625	288	758
SoyZH13_12G161200	SoyZH13_17G081200	3847.C6TEH0	3847.I1LTQ5	403	417	388	768
SoyZH13_12G161200	SoyZH13_17G149200	3847.I1MVE9	3847.I1LTQ5	403	939	388	975
SoyZH13_12G161200	SoyZH13_17G220400	3847.I1LTQ5	3847.I1MXE8	146	687	92	736
SoyZH13_12G161200	SoyZH13_17G245100	3847.C6SZU4	3847.I1LTQ5	512	949	460	985
SoyZH13_12G161200	SoyZH13_18G259000	3847.A0A0R0F5L5	3847.I1LTQ5	146	687	92	736
SoyZH13_12G161200	SoyZH13_18G266900	3847.I1LTQ5	3847.I1N5E8	146	687	92	736
SoyZH13_12G161200	SoyZH13_20G193500	3847.K7N4R8	3847.I1LTQ5	146	687	92	736
SoyZH13_12G161200	SoyZH13_20G230900	3847.I1LTQ5	3847.K7N5I3	146	687	92	736
SoyZH13_12G161900	SoyZH13_19G176100	3847.I1LTR2	3847.I1NAI8	0	900	0	900
SoyZH13_12G161900	SoyZH13_20G006300	3847.I1LTR2	3847.I1ND08	0	900	0	900
SoyZH13_12G162600	SoyZH13_16G003000	3847.K7MED3	3847.I1LTS2	509	0	479	733
SoyZH13_12G163400	SoyZH13_14G055300	3847.I1M7V9	3847.I1LTT3	388	388	274	704
SoyZH13_12G163400	SoyZH13_14G055400	3847.I1LTT3	3847.C6TGA6	388	388	274	704
SoyZH13_12G163400	SoyZH13_15G049600	3847.I1K2S3	3847.I1LTT3	570	437	0	747
SoyZH13_12G163400	SoyZH13_15G138300	3847.A0A0R0G9Z5	3847.I1LTT3	482	463	0	709
SoyZH13_12G163400	SoyZH13_17G030800	3847.I1MRP4	3847.I1LTT3	482	463	0	709
SoyZH13_12G163400	SoyZH13_18G028300	3847.I1LTT3	3847.K7MPL5	388	388	274	704
SoyZH13_12G163400	SoyZH13_18G028400	3847.A0A0R0F6M5	3847.I1LTT3	388	388	274	704
SoyZH13_12G163400	SoyZH13_19G244000	3847.I1LTT3	3847.K7N0E2	396	400	341	740
SoyZH13_12G164200	SoyZH13_13G324200	3847.I1M5E2	3847.I1LTU5	565	929	250	974
SoyZH13_12G164200	SoyZH13_14G017000	3847.I1M6L7	3847.I1LTU5	500	946	445	983
SoyZH13_12G164200	SoyZH13_20G180000	3847.I1LTU5	3847.I1NHU3	146	946	443	972
SoyZH13_12G165400	SoyZH13_15G049600	3847.C6SVL1	3847.I1K2S3	663	489	0	820
SoyZH13_12G165400	SoyZH13_15G138300	3847.A0A0R0G9Z5	3847.C6SVL1	567	459	0	755
SoyZH13_12G165400	SoyZH13_17G030800	3847.I1MRP4	3847.C6SVL1	567	459	0	755
SoyZH13_12G165400	SoyZH13_19G192300	3847.C6SVL1	3847.I1NB01	282	497	358	747
